source_image_id,provider_split,current_count,v4_count,delta,current_classes,v4_classes,added_class_counts,removed_class_counts,relabelled,reshaped_matches,match_status,notes
vz16uUIqOlsdLgROccQ3,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
wFFDRQDkZr4rERlpbwFV,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
wS4knG95ig6T2ZEozbZe,valid,9,9,0,helmet_loose=9,helmet_loose=9,,,,0,unchanged,
wYXa9TLh0h7ZFuKLZ9KA,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
wfDgURKw6U5nt33bmej0,train,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
wpbZJyURzZHruvXGMRtd,train,0,0,0,,,,,,0,unchanged,
x9uzQ6SwddanWcvV1McI,train,26,26,0,helmet_on_head=8;person=11;vest_on_body=7,helmet_on_head=8;person=11;vest_on_body=7,,,,12,modified_in_place,
xCsoN8tQQsB259iyGJJD,train,1,1,0,vest_loose=1,vest_loose=1,,,,0,unchanged,
xEWKVpjbfnBH9kQEaUbB,train,17,17,0,person=17,person=17,,,,11,modified_in_place,
xibnPIqURhNVJI3zP0bz,test,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
xnxssvkuDMAznbmlK9z8,valid,3,3,0,helmet_loose=1;person=1;vest_on_body=1,helmet_loose=1;person=1;vest_on_body=1,,,,0,unchanged,
xwPbKAjD2vxaff0GdKp1,train,35,35,0,helmet_loose=35,helmet_loose=35,,,,0,unchanged,
y3fseRK4akRrTNtrmPfb,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
yE5PdkrjifxbV7QoD5xc,train,1,1,0,person=1,person=1,,,,0,unchanged,
ySDlICqH087yeYmYSVbI,valid,2,2,0,helmet_loose=1;person=1,helmet_loose=1;person=1,,,,0,unchanged,
yeO7WH7v2BmSeIvpsQxr,train,2,2,0,helmet_loose=1;person=1,helmet_loose=1;person=1,,,,0,unchanged,
ymICdUCkVq8IfApx2TvK,valid,2,2,0,helmet_loose=1;person=1,helmet_loose=1;person=1,,,,0,unchanged,
ywH2LFvRJto6sV68hk5v,valid,5,3,2,helmet_on_head=1;person=1;vest_on_body=3,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=2,,,1,added_only,
yyV4SbiMGeqs0hjR2Nmk,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
zIjMWx3EGNSbPhJ6eyDE,train,6,3,3,helmet_on_head=1;person=4;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,person=3,,,1,added_only,
zs9Fbr1mSnefWqSSmWcg,train,1,1,0,person=1,person=1,,,,0,unchanged,
