source_image_id,annotation_id,split,class,canonical_geometry_type,canonical_area_px,reconstructed_area_px,connected_components,component_rings,joined,hole_count,hole_pixels,thinness,adapter_point_count,mask_iou,dice,control_iou,merged_iou,join_loss,serialization_loss,absolute_area_error_px,relative_area_error,signed_relative_area_error,fp_pixels,fn_pixels,bbox_max_delta_px,reason_flags
fUSboNBF7gsWxFhJcana,1178,train,person,CANONICAL_RLE,117103,117044,1,1,0,0,0,7.671357,957,0.987395600,0.993657830,1.000000000,1.000000000,0.000000000,0.012604400,59,0.000503830,-0.000503830,713,772,1.000,SERIALIZATION_ONLY
fVfuf7cWPnRyw4D9x1vo,1179,train,person,CANONICAL_POLYGON,395449,397014,1,1,0,0,0,5.499527,104,0.995756458,0.997873718,0.995371501,0.995371501,0.000000000,-0.000384957,1565,0.003957527,0.003957527,1625,60,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1180,train,helmet_loose,CANONICAL_POLYGON,294789,295603,1,1,0,0,0,4.299536,34,0.997104430,0.998550116,0.995448309,0.995448309,0.000000000,-0.001656121,814,0.002761297,0.002761297,835,21,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1181,train,helmet_loose,CANONICAL_POLYGON,215372,216192,1,1,0,0,0,5.666472,78,0.995865494,0.997928465,0.994362152,0.994362152,0.000000000,-0.001503342,820,0.003807366,0.003807366,857,37,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1182,train,helmet_loose,CANONICAL_POLYGON,300252,301319,1,1,0,0,0,4.002518,52,0.996445651,0.998219662,0.996047890,0.996047890,0.000000000,-0.000397761,1067,0.003553682,0.003553682,1069,2,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1183,train,helmet_loose,CANONICAL_POLYGON,460181,460915,1,1,0,0,0,4.758881,71,0.998117063,0.999057644,0.995784455,0.995784455,0.000000000,-0.002332608,734,0.001595025,0.001595025,801,67,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1184,train,helmet_loose,CANONICAL_POLYGON,424929,425965,1,1,0,0,0,4.333363,82,0.997474089,0.998735448,0.996603379,0.996603379,0.000000000,-0.000870711,1036,0.002438054,0.002438054,1056,20,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1185,train,helmet_loose,CANONICAL_POLYGON,192927,193788,1,1,0,0,0,4.677441,71,0.995237825,0.997613229,0.994214944,0.994214944,0.000000000,-0.001022881,861,0.004462828,0.004462828,892,31,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1186,train,helmet_loose,CANONICAL_POLYGON,225020,226013,1,1,0,0,0,4.787767,75,0.995182716,0.997585543,0.994980319,0.994980319,0.000000000,-0.000202397,993,0.004412941,0.004412941,1041,48,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1187,train,helmet_loose,CANONICAL_POLYGON,97512,98133,1,1,0,0,0,4.885182,39,0.992900144,0.996437425,0.991177997,0.991177997,0.000000000,-0.001722147,621,0.006368447,0.006368447,659,38,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1188,train,helmet_loose,CANONICAL_POLYGON,56679,56940,1,1,0,0,0,4.854074,29,0.991533891,0.995748950,0.989949661,0.989949661,0.000000000,-0.001584230,261,0.004604880,0.004604880,372,111,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1189,train,helmet_loose,CANONICAL_POLYGON,117449,118382,1,1,0,0,0,6.150189,65,0.991479480,0.995721512,0.991940117,0.991940117,0.000000000,0.000460637,933,0.007943874,0.007943874,971,38,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1190,train,helmet_loose,CANONICAL_POLYGON,155481,155723,1,1,0,0,0,4.891834,24,0.997163448,0.998579710,0.994657778,0.994657778,0.000000000,-0.002505670,242,0.001556460,0.001556460,342,100,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1191,train,helmet_loose,CANONICAL_POLYGON,71256,71696,1,1,0,0,0,5.500534,35,0.993001241,0.996488332,0.991304348,0.991304348,0.000000000,-0.001696893,440,0.006174919,0.006174919,471,31,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1192,train,helmet_loose,CANONICAL_POLYGON,73788,74308,1,1,0,0,0,5.229805,40,0.992090608,0.996029602,0.987833832,0.987833832,0.000000000,-0.004256776,520,0.007047216,0.007047216,554,34,1.000,RASTER_BOUNDARY_DIFFERENCE
fZbJypRfWdeUfPmPJbv2,1193,train,helmet_loose,CANONICAL_POLYGON,36466,36982,1,1,0,0,0,4.795857,21,0.985617735,0.992756780,0.984493397,0.984493397,0.000000000,-0.001124338,516,0.014150167,0.014150167,524,8,1.000,RASTER_BOUNDARY_DIFFERENCE
fh9ZLK61WWobTGZsxZtb,1197,train,vest_on_body,CANONICAL_RLE,21895,21938,1,1,0,0,0,4.309989,229,0.983034745,0.991444802,1.000000000,1.000000000,0.000000000,0.016965255,43,0.001963919,0.001963919,209,166,1.000,SERIALIZATION_ONLY
fh9ZLK61WWobTGZsxZtb,1198,train,helmet_on_head,CANONICAL_RLE,2615,2640,1,1,0,0,0,3.823823,77,0.971857411,0.985727878,1.000000000,1.000000000,0.000000000,0.028142589,25,0.009560229,0.009560229,50,25,1.000,SERIALIZATION_ONLY
fh9ZLK61WWobTGZsxZtb,1199,train,person,CANONICAL_RLE,52958,53050,1,1,0,0,0,6.462259,482,0.986991809,0.993453324,1.000000000,1.000000000,0.000000000,0.013008191,92,0.001737226,0.001737226,393,301,1.000,SERIALIZATION_ONLY
fttALlrksUCBwd1P1uxT,1200,train,vest_on_body,CANONICAL_RLE,47168,48496,48,36,1,5,255,19.539795,1948,0.933270012,0.965483358,0.994053518,0.973766293,0.020287226,0.040496281,1328,0.028154681,0.028154681,2315,987,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
fttALlrksUCBwd1P1uxT,1201,train,vest_on_body,CANONICAL_RLE,1107,1095,1,1,0,0,0,3.839313,48,0.960819234,0.980018165,1.000000000,1.000000000,0.000000000,0.039180766,12,0.010840108,-0.010840108,16,28,1.000,SERIALIZATION_ONLY
fttALlrksUCBwd1P1uxT,1202,train,helmet_on_head,CANONICAL_RLE,35558,35618,2,2,1,1,2,6.579658,493,0.982673612,0.991261099,0.999943757,0.999437855,0.000505902,0.016764243,60,0.001687384,0.001687384,341,281,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
fttALlrksUCBwd1P1uxT,1203,train,person,CANONICAL_RLE,259833,262814,3,1,0,3,2850,5.981387,1269,0.983645693,0.991755430,0.989139000,0.989139000,0.000000000,0.005493307,2981,0.011472754,0.011472754,3645,664,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|HOLE_FILL_APPROXIMATION
fttALlrksUCBwd1P1uxT,1204,train,person,CANONICAL_RLE,2863,2899,1,1,0,0,0,4.945337,70,0.951897019,0.975355779,1.000000000,1.000000000,0.000000000,0.048102981,36,0.012574223,0.012574223,89,53,1.000,SERIALIZATION_ONLY
fttALlrksUCBwd1P1uxT,1205,train,person,CANONICAL_RLE,3994,3967,1,1,0,0,0,4.373035,96,0.969082365,0.984298455,1.000000000,1.000000000,0.000000000,0.030917635,27,0.006760140,-0.006760140,49,76,1.000,SERIALIZATION_ONLY
g1wRtvNq6gOrnSakm4aj,1206,train,person,CANONICAL_RLE,10921,10950,2,2,1,0,0,7.406979,327,0.960118301,0.979653422,1.000000000,0.996078074,0.003921926,0.035959773,29,0.002655434,0.002655434,237,208,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
g1wRtvNq6gOrnSakm4aj,1207,train,person,CANONICAL_RLE,1236,1219,1,1,0,0,0,4.342519,42,0.914976599,0.955600815,1.000000000,1.000000000,0.000000000,0.085023401,17,0.013754045,-0.013754045,46,63,1.000,SERIALIZATION_ONLY
g1wRtvNq6gOrnSakm4aj,1208,train,person,CANONICAL_RLE,14060,14157,3,3,1,0,0,7.653201,420,0.966752631,0.983095297,1.000000000,0.997163121,0.002836879,0.030410489,97,0.006899004,0.006899004,287,190,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
g1wRtvNq6gOrnSakm4aj,1209,train,person,CANONICAL_RLE,542,530,1,1,0,0,0,5.667357,47,0.867595819,0.929104478,1.000000000,1.000000000,0.000000000,0.132404181,12,0.022140221,-0.022140221,32,44,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
g1wRtvNq6gOrnSakm4aj,1210,train,person,CANONICAL_RLE,5323,5532,3,3,1,0,0,9.950100,205,0.920898956,0.958820820,1.000000000,0.990694212,0.009305788,0.069795256,209,0.039263573,0.039263573,328,119,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
g1wRtvNq6gOrnSakm4aj,1211,train,person,CANONICAL_RLE,306,294,1,1,0,0,0,3.694504,27,0.886792453,0.940000000,1.000000000,1.000000000,0.000000000,0.113207547,12,0.039215686,-0.039215686,12,24,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
g1wRtvNq6gOrnSakm4aj,1212,train,person,CANONICAL_RLE,5080,5094,1,1,0,0,0,5.561513,147,0.967891683,0.983683900,1.000000000,1.000000000,0.000000000,0.032108317,14,0.002755906,0.002755906,90,76,1.000,SERIALIZATION_ONLY
gPFGULsXJIadGfSxA0ZC,1215,train,vest_on_body,CANONICAL_RLE,146846,147333,6,3,1,1,2,9.573898,1508,0.985013495,0.992450175,0.999965951,0.997649281,0.002316670,0.012635786,487,0.003316399,0.003316399,1354,867,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
gPFGULsXJIadGfSxA0ZC,1216,train,person,CANONICAL_RLE,402657,404147,3,3,1,4,689,7.449126,1918,0.991243312,0.995602402,0.998291789,0.997003964,0.001287825,0.005760653,1490,0.003700420,0.003700420,2519,1029,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
gYn6rlfE3jNZF4ue6QGT,1217,train,helmet_loose,CANONICAL_POLYGON,77118,77477,1,1,0,0,0,4.962083,54,0.993822304,0.996901582,0.990881264,0.990881264,0.000000000,-0.002941041,359,0.004655204,0.004655204,419,60,0.000,RASTER_BOUNDARY_DIFFERENCE
gYn6rlfE3jNZF4ue6QGT,1218,train,person,CANONICAL_POLYGON,55235,55908,1,1,0,0,0,4.681758,40,0.987749043,0.993836769,0.986978560,0.986978560,0.000000000,-0.000770483,673,0.012184303,0.012184303,679,6,1.000,RASTER_BOUNDARY_DIFFERENCE
gYn6rlfE3jNZF4ue6QGT,1219,train,person,CANONICAL_POLYGON,2878,2973,1,1,0,0,0,5.293545,13,0.967383995,0.983421637,0.954847278,0.954847278,0.000000000,-0.012536717,95,0.033009034,0.033009034,96,1,1.000,RASTER_BOUNDARY_DIFFERENCE
ghzZPWPu7P2hqWEVXzdK,1220,train,helmet_loose,CANONICAL_RLE,330628,330776,1,1,0,0,0,3.908935,917,0.996631045,0.998312680,1.000000000,1.000000000,0.000000000,0.003368955,148,0.000447633,0.000447633,632,484,1.000,SERIALIZATION_ONLY
glS8kOIkWw2z5g9Jf0YI,1221,train,person,CANONICAL_RLE,421934,422142,1,1,0,1,76,6.199988,1659,0.994951620,0.997469422,0.999819909,0.999819909,0.000000000,0.004868290,208,0.000492968,0.000492968,1172,964,1.000,RASTER_BOUNDARY_DIFFERENCE|HOLE_FILL_APPROXIMATION
glS8kOIkWw2z5g9Jf0YI,1222,train,person,CANONICAL_RLE,109304,109498,1,1,0,0,0,6.517530,849,0.991100191,0.995530205,1.000000000,1.000000000,0.000000000,0.008899809,194,0.001774866,0.001774866,586,392,1.000,SERIALIZATION_ONLY
gtQyCqdKvXk2yIeURzCw,1223,train,person,CANONICAL_POLYGON,55364,56112,1,1,0,0,0,6.872558,76,0.986067808,0.992985037,0.985004185,0.985004185,0.000000000,-0.001063623,748,0.013510584,0.013510584,765,17,1.000,RASTER_BOUNDARY_DIFFERENCE
gtQyCqdKvXk2yIeURzCw,1224,train,helmet_loose,CANONICAL_POLYGON,5561,5697,1,1,0,0,0,3.783576,16,0.972319552,0.985965536,0.975043937,0.975043937,0.000000000,0.002724385,136,0.024456033,0.024456033,147,11,1.000,RASTER_BOUNDARY_DIFFERENCE
guTxd6qoSMleRrrzuudX,1225,train,vest_on_body,CANONICAL_RLE,37947,38272,5,5,1,0,0,9.696344,786,0.972184128,0.985895905,1.000000000,0.993480993,0.006519007,0.021296865,325,0.008564577,0.008564577,700,375,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
guTxd6qoSMleRrrzuudX,1226,train,vest_on_body,CANONICAL_RLE,56440,56838,4,4,1,0,0,10.168924,967,0.975825019,0.987764614,1.000000000,0.995783271,0.004216729,0.019958252,398,0.007051736,0.007051736,892,494,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
guTxd6qoSMleRrrzuudX,1227,train,person,CANONICAL_RLE,102119,102162,2,2,1,0,0,7.166223,839,0.990131226,0.995041144,1.000000000,0.999980415,0.000019585,0.009849189,43,0.000421077,0.000421077,528,485,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
guTxd6qoSMleRrrzuudX,1228,train,person,CANONICAL_RLE,135551,135657,1,1,0,0,0,5.359596,858,0.993062700,0.996519277,1.000000000,1.000000000,0.000000000,0.006937300,106,0.000781993,0.000781993,525,419,1.000,SERIALIZATION_ONLY
guTxd6qoSMleRrrzuudX,1229,train,person,CANONICAL_RLE,184647,185753,10,6,1,4,693,8.792270,1387,0.983389647,0.991625270,0.996217762,0.994511532,0.001706230,0.011121885,1106,0.005989808,0.005989808,2104,998,10.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
guTxd6qoSMleRrrzuudX,1230,train,helmet_on_head,CANONICAL_RLE,12607,12627,1,1,0,0,0,5.648841,273,0.973256178,0.986446857,1.000000000,1.000000000,0.000000000,0.026743822,20,0.001586420,0.001586420,181,161,1.000,SERIALIZATION_ONLY
guTxd6qoSMleRrrzuudX,1231,train,helmet_on_head,CANONICAL_RLE,15127,15172,1,1,0,0,0,4.600074,241,0.981621975,0.990725767,1.000000000,1.000000000,0.000000000,0.018378025,45,0.002974813,0.002974813,163,118,1.000,SERIALIZATION_ONLY
gwAoT5NhaRgUOaU5OHpI,1232,train,person,CANONICAL_POLYGON,766389,768696,1,1,0,0,0,5.480647,130,0.996632576,0.998313448,0.996410055,0.996410055,0.000000000,-0.000222521,2307,0.003010221,0.003010221,2448,141,1.000,RASTER_BOUNDARY_DIFFERENCE
gwAoT5NhaRgUOaU5OHpI,1233,train,vest_on_body,CANONICAL_POLYGON,372278,374229,1,1,0,0,0,5.827947,125,0.994482829,0.997233783,0.995082651,0.995082651,0.000000000,0.000599822,1951,0.005240707,0.005240707,2008,57,3.000,RASTER_BOUNDARY_DIFFERENCE
gwAoT5NhaRgUOaU5OHpI,1234,train,helmet_on_head,CANONICAL_POLYGON,82319,82894,1,1,0,0,0,3.984896,34,0.992510583,0.996241216,0.992338320,0.992338320,0.000000000,-0.000172262,575,0.006985022,0.006985022,598,23,1.000,RASTER_BOUNDARY_DIFFERENCE
hRBalleqqyG7t2msbEJX,1238,train,person,CANONICAL_RLE,28081,28143,2,1,0,1,14,7.541519,500,0.977629265,0.988688105,0.999394910,0.999394910,0.000000000,0.021765645,62,0.002207899,0.002207899,349,287,0.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|HOLE_FILL_APPROXIMATION
hRBalleqqyG7t2msbEJX,1239,train,person,CANONICAL_RLE,4298,4318,2,2,1,0,0,7.937485,210,0.935309973,0.966573816,1.000000000,0.998142127,0.001857873,0.062832154,20,0.004653327,0.004653327,154,134,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
hRBalleqqyG7t2msbEJX,1240,train,person,CANONICAL_RLE,7806,7806,2,2,1,0,0,8.815738,326,0.951256093,0.975019216,1.000000000,0.999871910,0.000128090,0.048615817,0,0.000000000,0.000000000,195,195,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
hRBalleqqyG7t2msbEJX,1241,train,person,CANONICAL_RLE,6203,6211,1,1,0,0,0,6.111831,183,0.965795724,0.982600290,1.000000000,1.000000000,0.000000000,0.034204276,8,0.001289699,0.001289699,112,104,1.000,SERIALIZATION_ONLY
iJ4dUZWQCFaMhFRpxFFB,1249,train,person,CANONICAL_POLYGON,683888,684805,1,1,0,0,0,4.393470,59,0.998634666,0.999316867,0.997457779,0.997457779,0.000000000,-0.001176887,917,0.001340863,0.001340863,926,9,1.000,RASTER_BOUNDARY_DIFFERENCE
iJ4dUZWQCFaMhFRpxFFB,1250,train,helmet_on_head,CANONICAL_POLYGON,253666,254245,1,1,0,0,0,4.372186,36,0.997699097,0.998848223,0.995760267,0.995760267,0.000000000,-0.001938830,579,0.002282529,0.002282529,582,3,1.000,RASTER_BOUNDARY_DIFFERENCE
iYDeCo5SbjJugwsbVESB,1251,train,vest_on_body,CANONICAL_RLE,63967,64076,1,1,0,0,0,4.220867,302,0.991802131,0.995884195,1.000000000,1.000000000,0.000000000,0.008197869,109,0.001704004,0.001704004,318,209,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1252,train,helmet_on_head,CANONICAL_RLE,978,971,1,1,0,0,0,3.757155,47,0.925889328,0.961518728,1.000000000,1.000000000,0.000000000,0.074110672,7,0.007157464,-0.007157464,34,41,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1253,train,helmet_on_head,CANONICAL_RLE,808,842,1,1,0,0,0,4.121475,46,0.938895417,0.968484848,1.000000000,1.000000000,0.000000000,0.061104583,34,0.042079208,0.042079208,43,9,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1254,train,helmet_on_head,CANONICAL_RLE,1315,1336,1,1,0,0,0,3.807835,44,0.952135493,0.975480951,1.000000000,1.000000000,0.000000000,0.047864507,21,0.015969582,0.015969582,43,22,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1255,train,helmet_on_head,CANONICAL_RLE,727,740,1,1,0,0,0,4.104488,56,0.920157068,0.958418541,1.000000000,1.000000000,0.000000000,0.079842932,13,0.017881706,0.017881706,37,24,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1256,train,helmet_on_head,CANONICAL_RLE,1195,1193,1,1,0,0,0,4.533302,60,0.935170178,0.966499162,1.000000000,1.000000000,0.000000000,0.064829822,2,0.001673640,-0.001673640,39,41,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1257,train,helmet_on_head,CANONICAL_RLE,850,874,1,1,0,0,0,3.804239,52,0.943630214,0.970997680,1.000000000,1.000000000,0.000000000,0.056369786,24,0.028235294,0.028235294,37,13,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1258,train,helmet_on_head,CANONICAL_RLE,1093,1089,1,1,0,0,0,4.070366,61,0.927561837,0.962419798,1.000000000,1.000000000,0.000000000,0.072438163,4,0.003659652,-0.003659652,39,43,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1259,train,helmet_on_head,CANONICAL_RLE,809,797,1,1,0,0,0,3.902981,43,0.937273824,0.967621420,1.000000000,1.000000000,0.000000000,0.062726176,12,0.014833127,-0.014833127,20,32,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1260,train,helmet_on_head,CANONICAL_RLE,1395,1386,1,1,0,0,0,3.763579,60,0.954321855,0.976627113,1.000000000,1.000000000,0.000000000,0.045678145,9,0.006451613,-0.006451613,28,37,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1261,train,helmet_on_head,CANONICAL_RLE,1000,1011,1,1,0,0,0,3.697072,45,0.928092042,0.962705122,1.000000000,1.000000000,0.000000000,0.071907958,11,0.011000000,0.011000000,43,32,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1262,train,helmet_on_head,CANONICAL_RLE,1133,1148,1,1,0,0,0,4.500807,64,0.941276596,0.969750110,1.000000000,1.000000000,0.000000000,0.058723404,15,0.013239188,0.013239188,42,27,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1263,train,helmet_on_head,CANONICAL_RLE,799,784,1,1,0,0,0,3.756512,42,0.939950980,0.969046115,1.000000000,1.000000000,0.000000000,0.060049020,15,0.018773467,-0.018773467,17,32,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1264,train,helmet_on_head,CANONICAL_RLE,1060,1071,1,1,0,0,0,4.028373,62,0.942570647,0.970436415,1.000000000,1.000000000,0.000000000,0.057429353,11,0.010377358,0.010377358,37,26,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1265,train,helmet_on_head,CANONICAL_RLE,726,736,1,1,0,0,0,3.792395,37,0.941567065,0.969904241,1.000000000,1.000000000,0.000000000,0.058432935,10,0.013774105,0.013774105,27,17,1.000,SERIALIZATION_ONLY|SMALL_MASK_SENSITIVITY
iYDeCo5SbjJugwsbVESB,1266,train,person,CANONICAL_RLE,5444,5471,1,1,0,0,0,6.151310,137,0.965604178,0.982501145,1.000000000,1.000000000,0.000000000,0.034395822,27,0.004959589,0.004959589,109,82,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1267,train,person,CANONICAL_RLE,9920,9924,1,1,0,0,0,6.158725,227,0.966115129,0.982765571,1.000000000,1.000000000,0.000000000,0.033884871,4,0.000403226,0.000403226,173,169,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1268,train,person,CANONICAL_RLE,3670,3663,1,1,0,0,0,5.731835,127,0.964898178,0.982135552,1.000000000,1.000000000,0.000000000,0.035101822,7,0.001907357,-0.001907357,62,69,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1269,train,person,CANONICAL_RLE,20115,20046,1,1,0,0,0,4.990790,222,0.982378202,0.991110779,1.000000000,1.000000000,0.000000000,0.017621798,69,0.003430276,-0.003430276,144,213,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1270,train,person,CANONICAL_RLE,18029,18061,1,1,0,0,0,6.610677,268,0.977317554,0.988528678,1.000000000,1.000000000,0.000000000,0.022682446,32,0.001774918,0.001774918,223,191,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1271,train,person,CANONICAL_RLE,13667,13713,2,2,1,0,0,6.880025,273,0.975468975,0.987582177,1.000000000,0.999488080,0.000511920,0.024019104,46,0.003365772,0.003365772,193,147,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
iYDeCo5SbjJugwsbVESB,1272,train,person,CANONICAL_RLE,6990,7067,1,1,0,0,0,5.537599,172,0.975962890,0.987835242,1.000000000,1.000000000,0.000000000,0.024037110,77,0.011015737,0.011015737,124,47,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1273,train,person,CANONICAL_RLE,5101,5124,1,1,0,0,0,5.600088,129,0.959563051,0.979364303,1.000000000,1.000000000,0.000000000,0.040436949,23,0.004508920,0.004508920,117,94,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1274,train,person,CANONICAL_RLE,1894,1932,1,1,0,0,0,5.474872,90,0.936234818,0.967067433,1.000000000,1.000000000,0.000000000,0.063765182,38,0.020063358,0.020063358,82,44,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1275,train,person,CANONICAL_RLE,8590,8630,1,1,0,0,0,6.697716,243,0.970702678,0.985133566,1.000000000,1.000000000,0.000000000,0.029297322,40,0.004656577,0.004656577,148,108,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1276,train,person,CANONICAL_RLE,27937,27943,1,1,0,0,0,8.322427,576,0.972467349,0.986041518,1.000000000,1.000000000,0.000000000,0.027532651,6,0.000214769,0.000214769,393,387,0.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1277,train,person,CANONICAL_RLE,22643,23060,1,1,0,2,375,5.256946,275,0.963693392,0.981511061,0.983708402,0.983708402,0.000000000,0.020015010,417,0.018416288,0.018416288,631,214,1.000,RASTER_BOUNDARY_DIFFERENCE|HOLE_FILL_APPROXIMATION
iYDeCo5SbjJugwsbVESB,1278,train,person,CANONICAL_RLE,13603,13675,1,1,0,0,0,7.547665,312,0.971238618,0.985409487,1.000000000,1.000000000,0.000000000,0.028761382,72,0.005292950,0.005292950,235,163,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1279,train,person,CANONICAL_RLE,17729,17814,1,1,0,0,0,5.282341,256,0.980221739,0.990012098,1.000000000,1.000000000,0.000000000,0.019778261,85,0.004794405,0.004794405,220,135,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1280,train,person,CANONICAL_RLE,2315,2318,1,1,0,0,0,7.339523,123,0.925602660,0.961364127,1.000000000,1.000000000,0.000000000,0.074397340,3,0.001295896,0.001295896,91,88,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1281,train,person,CANONICAL_RLE,13974,14021,1,1,0,0,0,6.947591,287,0.971340046,0.985461690,1.000000000,1.000000000,0.000000000,0.028659954,47,0.003363389,0.003363389,227,180,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1282,train,person,CANONICAL_RLE,163297,163328,1,1,0,1,11,5.206984,804,0.993402623,0.996690394,0.999932643,0.999932643,0.000000000,0.006530020,31,0.000189838,0.000189838,556,525,1.000,RASTER_BOUNDARY_DIFFERENCE|HOLE_FILL_APPROXIMATION
iYDeCo5SbjJugwsbVESB,1283,train,person,CANONICAL_RLE,2558,2570,1,1,0,0,0,4.096670,79,0.965504025,0.982449298,1.000000000,1.000000000,0.000000000,0.034495975,12,0.004691165,0.004691165,51,39,1.000,SERIALIZATION_ONLY
iYDeCo5SbjJugwsbVESB,1284,train,person,CANONICAL_RLE,2895,2871,2,1,0,0,0,4.355852,80,0.959891230,0.979535206,0.998618307,0.998618307,0.000000000,0.038727077,24,0.008290155,-0.008290155,47,71,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION
iYDeCo5SbjJugwsbVESB,1285,train,person,CANONICAL_RLE,11251,11252,1,1,0,0,0,5.902967,234,0.974293736,0.986979514,1.000000000,1.000000000,0.000000000,0.025706264,1,0.000088881,0.000088881,147,146,1.000,SERIALIZATION_ONLY
