group_id,source_image_id,group_type,group_origin,split_indivisible,notes
singleton-nQrqR72SD3sC9Hms1O9U,nQrqR72SD3sC9Hms1O9U,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-nTcgBq8KIfwkvtofPfOw,nTcgBq8KIfwkvtofPfOw,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-nXwfWz2We6dOnsyzeEno,nXwfWz2We6dOnsyzeEno,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-naWKv1VFkDVnpPnS59Bf,naWKv1VFkDVnpPnS59Bf,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-niY7CVigYcNQ0OdTBcor,niY7CVigYcNQ0OdTBcor,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-o0SiQwUZ5uRlCXASCtiR,o0SiQwUZ5uRlCXASCtiR,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-oC3kPMC7WbZm0vaMoq09,oC3kPMC7WbZm0vaMoq09,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-oJppm5xk3UqypLwM3EiO,oJppm5xk3UqypLwM3EiO,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-oL1x933NyN6wiKXhxOob,oL1x933NyN6wiKXhxOob,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-oNY9i1I2LbSYd4Zq924U,oNY9i1I2LbSYd4Zq924U,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-oTvvPXX0GF2JCGezEtXJ,oTvvPXX0GF2JCGezEtXJ,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-ojwkuYxr8Yg4pw09PSCT,ojwkuYxr8Yg4pw09PSCT,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-p0WuKqx9EeARevPPWyRq,p0WuKqx9EeARevPPWyRq,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-p5lxtMTKDL0gIgbqSrls,p5lxtMTKDL0gIgbqSrls,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-p96kP7xmkvs84TmnINFt,p96kP7xmkvs84TmnINFt,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-pE6UkMMWzcDOy86QHSoC,pE6UkMMWzcDOy86QHSoC,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-pIzGCRRLnf8bfGnx48Ka,pIzGCRRLnf8bfGnx48Ka,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-pMftFzW2M3bmHHBJOTG2,pMftFzW2M3bmHHBJOTG2,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-pb3x906Z3qhaYLgBVWrb,pb3x906Z3qhaYLgBVWrb,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-pbOZlgeseTpoTXwVJjAh,pbOZlgeseTpoTXwVJjAh,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-pd0SyehnE6l5xoGZqJCt,pd0SyehnE6l5xoGZqJCt,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-prVjNgHS0pAKIQUelidW,prVjNgHS0pAKIQUelidW,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-pwZkhgJcda4HLCsziTh1,pwZkhgJcda4HLCsziTh1,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-q2wyXKnABjAqqL0mLiG7,q2wyXKnABjAqqL0mLiG7,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-q96gkRtLhrZTtKhFqiQU,q96gkRtLhrZTtKhFqiQU,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-qEBVz8CKiWp4KmTFLCBu,qEBVz8CKiWp4KmTFLCBu,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-ql4CBoTCV3vDAYdQsYAA,ql4CBoTCV3vDAYdQsYAA,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-qm0fl8ee3HpSLSCrrqDG,qm0fl8ee3HpSLSCrrqDG,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-qpGvhFrN8YelHx1yTsM9,qpGvhFrN8YelHx1yTsM9,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-qrutbsVFIvplPnd3QSpO,qrutbsVFIvplPnd3QSpO,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-qx08jrWTs2SMpvKiaAT7,qx08jrWTs2SMpvKiaAT7,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-r3HWnAoRdj2C2qeAdFkr,r3HWnAoRdj2C2qeAdFkr,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-r3UicRnZtAlek7LbZebm,r3UicRnZtAlek7LbZebm,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-r4BbR2gJ7CPp1ObMrFIz,r4BbR2gJ7CPp1ObMrFIz,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-rE8YybvIjJNdTtORaoUg,rE8YybvIjJNdTtORaoUg,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-rGmTI5PGRqRSwShjd9Ud,rGmTI5PGRqRSwShjd9Ud,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-rH8exgws1DxUXM1Sl2EC,rH8exgws1DxUXM1Sl2EC,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-rTdiLvt8dIscf2PQBU1j,rTdiLvt8dIscf2PQBU1j,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-rYhDjwrXPlmdX7ft3uh3,rYhDjwrXPlmdX7ft3uh3,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-reY8VQLEFB5lzBT6SyIc,reY8VQLEFB5lzBT6SyIc,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-rgmMTV7vKJ6wlhm6IioB,rgmMTV7vKJ6wlhm6IioB,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-rpdoJYbURHUkBIZtjRyx,rpdoJYbURHUkBIZtjRyx,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-s9ircNOjL3KJuH5uqnhY,s9ircNOjL3KJuH5uqnhY,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-sCBw5cHMoREKazVjQfkj,sCBw5cHMoREKazVjQfkj,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-sRXEOujQOUMfRHzPXYsE,sRXEOujQOUMfRHzPXYsE,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-sSsfNfmuKklWQnB6wgFb,sSsfNfmuKklWQnB6wgFb,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-sl5odNB8YRmCtgwWD7pE,sl5odNB8YRmCtgwWD7pE,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-szhdyw6JE1HhJo9ILihS,szhdyw6JE1HhJo9ILihS,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-szjOIXL0vHTzXnHCk2QD,szjOIXL0vHTzXnHCk2QD,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-t3Bt4eQVavoJA4eXFvEO,t3Bt4eQVavoJA4eXFvEO,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-t92NygAuu8S9QMcR2Neh,t92NygAuu8S9QMcR2Neh,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-tAHPTKhPWsGlGkTWoapB,tAHPTKhPWsGlGkTWoapB,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-tgYP65AdeQ00p58sCuL0,tgYP65AdeQ00p58sCuL0,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-tqzQPhC5wHy3xDwCdFuo,tqzQPhC5wHy3xDwCdFuo,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-u4uGaDsy2tThEpOEs5TM,u4uGaDsy2tThEpOEs5TM,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-uZZkiFjkPxvryVuQh0S0,uZZkiFjkPxvryVuQh0S0,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-v1m3svUyUjC30E9pB92L,v1m3svUyUjC30E9pB92L,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-vYEZdbnXgIU3r7Aa4AWT,vYEZdbnXgIU3r7Aa4AWT,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-va1h7fuyzlYl8u8358Qx,va1h7fuyzlYl8u8358Qx,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-vh2ww5CJ1DQeofRTmQMg,vh2ww5CJ1DQeofRTmQMg,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-vhz25WpcjcQ6mGS8YP5I,vhz25WpcjcQ6mGS8YP5I,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-vltD7ae0puVQgcj8VjlZ,vltD7ae0puVQgcj8VjlZ,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-vz16uUIqOlsdLgROccQ3,vz16uUIqOlsdLgROccQ3,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-wFFDRQDkZr4rERlpbwFV,wFFDRQDkZr4rERlpbwFV,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-wS4knG95ig6T2ZEozbZe,wS4knG95ig6T2ZEozbZe,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-wYXa9TLh0h7ZFuKLZ9KA,wYXa9TLh0h7ZFuKLZ9KA,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-wfDgURKw6U5nt33bmej0,wfDgURKw6U5nt33bmej0,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-wpbZJyURzZHruvXGMRtd,wpbZJyURzZHruvXGMRtd,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-x9uzQ6SwddanWcvV1McI,x9uzQ6SwddanWcvV1McI,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-xCsoN8tQQsB259iyGJJD,xCsoN8tQQsB259iyGJJD,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-xEWKVpjbfnBH9kQEaUbB,xEWKVpjbfnBH9kQEaUbB,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-xibnPIqURhNVJI3zP0bz,xibnPIqURhNVJI3zP0bz,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-xnxssvkuDMAznbmlK9z8,xnxssvkuDMAznbmlK9z8,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-xwPbKAjD2vxaff0GdKp1,xwPbKAjD2vxaff0GdKp1,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-y3fseRK4akRrTNtrmPfb,y3fseRK4akRrTNtrmPfb,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-yE5PdkrjifxbV7QoD5xc,yE5PdkrjifxbV7QoD5xc,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-ySDlICqH087yeYmYSVbI,ySDlICqH087yeYmYSVbI,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-yeO7WH7v2BmSeIvpsQxr,yeO7WH7v2BmSeIvpsQxr,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-ywH2LFvRJto6sV68hk5v,ywH2LFvRJto6sV68hk5v,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-yyV4SbiMGeqs0hjR2Nmk,yyV4SbiMGeqs0hjR2Nmk,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-zIjMWx3EGNSbPhJ6eyDE,zIjMWx3EGNSbPhJ6eyDE,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
singleton-zs9Fbr1mSnefWqSSmWcg,zs9Fbr1mSnefWqSSmWcg,SINGLETON,DEFAULT_ONE_IMAGE_PER_GROUP,true,
